"ID";"NumberOfParkingMeter";"global_id";"AdmArea";"District";"StreetName";"Location";"longitude";"latitude";"ParkingZoneNumber";"geoData";
"435";"Паркомат № 000051";"1774857";"Центральный административный округ";"Таганский район";"Подколокольный переулок";"Подколокольный переулок, дом 12";"37.64332";"55.75264";"1008";"{type=Point, coordinates=[37.6433200306889, 55.7526396316708]}";
"403";"Паркомат № 000068";"1774858";"Центральный административный округ";"Басманный район";"Малый Златоустинский переулок";"Малый Златоустинский переулок, дом 4";"37.634535";"55.758597";"1007";"{type=Point, coordinates=[37.6345350300744, 55.7585966314763]}";
"436";"Паркомат № 001072";"1774859";"Центральный административный округ";"Басманный район";"Подкопаевский переулок";"Подкопаевский переулок, дом 4";"37.642528";"55.754717";"1007";"{type=Point, coordinates=[37.6425280301271, 55.7547166318088]}";
"357";"Паркомат № 001073";"1774860";"Центральный административный округ";"Басманный район";"Большой Трёхсвятительский переулок";"Большой Трёхсвятительский переулок, дом 2";"37.643719";"55.755125";"1007";"{type=Point, coordinates=[37.6437190300017, 55.755124631448]}";
"358";"Паркомат № 001074";"1774861";"Центральный административный округ";"Басманный район";"Большой Трёхсвятительский переулок";"Большой Трёхсвятительский переулок, дом 4/3, строение 3";"37.6469";"55.75514";"1007";"{type=Point, coordinates=[37.6469000299875, 55.7551396314367]}";
"405";"Паркомат № 000067";"1774862";"Центральный административный округ";"Басманный район";"Малый Трёхсвятительский переулок";"Малый Трёхсвятительский переулок, дом 3, строение 6";"37.646466";"55.754459";"1007";"{type=Point, coordinates=[37.6464660305179, 55.7544586316968]}";
"453";"Паркомат № 001076";"1774864";"Центральный административный округ";"Басманный район";"Старосадский переулок";"Старосадский переулок, дом 1";"37.639524";"55.757389";"1007";"{type=Point, coordinates=[37.6395240305957, 55.7573886316336]}";
"392";"Паркомат № 001077";"1774865";"Центральный административный округ";"Басманный район";"Колпачный переулок";"Колпачный переулок, дом 10";"37.641786";"55.757114";"1007";"{type=Point, coordinates=[37.6417860306928, 55.7571136315744]}";
"393";"Паркомат № 001078";"1774866";"Центральный административный округ";"Басманный район";"Колпачный переулок";"Колпачный переулок, дом 11";"37.6420472222222";"55.755925";"1007";"{type=Point, coordinates=[37.6420472526894, 55.755924631508]}";
"44";"Паркомат № 2044";"1774869";"Юго-Восточный административный округ";"район Марьино";"Люблинская улица";"Люблинская улица, дом 112";"37.7421355";"55.6506975";"4047";"{type=Point, coordinates=[37.7421355304301, 55.6506971309305]}";
"57";"Паркомат № 2057";"1774881";"Северный административный округ";"район Аэропорт";"1-я Аэропортовская улица";"1-я Аэропортовская улица, дом 6";"37.5366569";"55.8017";"4014";"{type=Point, coordinates=[37.5366569306604, 55.8016996319405]}";
